date,district,crop_type,temperature_c,humidity_pct,rainfall_mm,evapotranspiration_mm,canal_flow_cusecs,soil_moisture_pct,sensor_fault_type,was_imputed,month,day_of_year,irrigation_recommendation_mm
2023-12-15,Muzaffargarh,maize,16.44,53.99,3.03,1.69,508.5,28.41,none,0,12,349,6.9
2023-12-16,Muzaffargarh,wheat,16.57,53.72,1.38,1.92,536.8,31.49,none,0,12,350,5.1
2023-12-17,Muzaffargarh,wheat,16.83,57.87,0.09,1.3,525.5,28.87,none,0,12,351,7.2
2023-12-18,Muzaffargarh,wheat,16.27,55.24,0.54,1.44,500.5,30.81,none,0,12,352,5.4
2023-12-19,Muzaffargarh,maize,18.12,53.6,0.43,2.5,503.5,26.86,none,0,12,353,10.4
2023-12-20,Muzaffargarh,rice,15.58,61.16,1.27,0.73,561.6,22.86,none,0,12,354,11.4
2023-12-21,Muzaffargarh,wheat,15.2,62.1,0.35,1.19,489.0,28.43,none,0,12,355,7.3
2023-12-22,Muzaffargarh,cotton,14.86,56.98,0.42,1.14,501.7,25.84,none,0,12,356,9.6
2023-12-23,Muzaffargarh,wheat,16.32,55.84,0.14,0.88,518.5,28.52,none,0,12,357,6.9
2023-12-24,Muzaffargarh,maize,16.11,53.1,0.34,1.63,502.9,28.52,stuck_sensor,1,12,358,7.8
2023-12-25,Muzaffargarh,cotton,15.91,54.88,0.74,1.26,514.0,34.45,none,0,12,359,1.8
2023-12-26,Muzaffargarh,wheat,16.98,49.97,0.5,1.91,523.9,24.23,none,0,12,360,12.0
2023-12-27,Muzaffargarh,wheat,15.12,58.59,0.49,1.45,530.0,28.37,none,0,12,361,7.7
2023-12-28,Muzaffargarh,rice,18.01,53.95,0.31,0.98,491.8,28.85,time_skew,0,12,362,6.7
2023-12-29,Muzaffargarh,wheat,15.28,51.56,0.0,2.3,498.4,27.59,none,0,12,363,9.7
2023-12-30,Muzaffargarh,maize,15.2,52.82,1.03,3.21,490.8,26.61,none,0,12,364,11.3
2023-12-31,Muzaffargarh,maize,16.03,56.81,0.7,1.16,460.0,26.61,stuck_sensor,1,12,365,8.8
2024-01-01,Muzaffargarh,rice,16.83,52.75,0.19,1.66,484.6,26.58,none,0,1,1,9.7
2024-01-02,Muzaffargarh,sugarcane,18.37,50.46,1.12,1.89,435.0,26.19,none,0,1,2,9.9
2024-01-03,Muzaffargarh,wheat,17.02,45.09,0.75,1.82,484.0,28.97,none,0,1,3,7.5
2022-01-01,Jhang,rice,16.0,56.65,1.42,1.03,478.6,33.26,none,0,1,1,2.3
2022-01-02,Jhang,wheat,14.64,51.79,1.11,1.33,466.6,28.2,none,0,1,2,7.4
2022-01-03,Jhang,cotton,13.21,54.39,4.27,1.28,471.1,28.45,none,0,1,3,5.8
2022-01-04,Jhang,rice,14.05,55.23,0.6,0.58,416.7,28.07,none,0,1,4,6.8
2022-01-05,Jhang,wheat,14.5,64.76,2.1,0.71,415.1,28.07,missing_sensor,1,1,5,6.3
2022-01-06,Jhang,cotton,14.67,54.24,6.0,1.5,446.2,22.23,none,0,1,6,11.0
2022-01-07,Jhang,wheat,15.06,46.32,5.25,2.02,403.1,24.19,none,0,1,7,10.3
2022-01-08,Jhang,wheat,13.84,55.42,1.66,1.47,460.9,31.17,none,0,1,8,4.7
2022-01-09,Jhang,maize,14.37,58.51,1.89,0.84,444.9,26.3,none,0,1,9,8.2
2022-01-10,Jhang,cotton,13.18,56.39,0.47,0.6,486.7,29.05,none,0,1,10,6.0
2022-01-11,Jhang,cotton,12.85,55.95,1.96,0.89,445.7,27.54,none,0,1,11,7.1
2022-01-12,Jhang,rice,13.59,50.98,1.97,1.58,451.2,25.52,none,0,1,12,9.8
2022-01-13,Jhang,wheat,15.06,52.07,1.42,1.51,446.1,27.0,none,0,1,13,8.6
2022-01-14,Jhang,rice,15.6,50.18,0.31,1.27,431.5,24.22,none,0,1,14,11.2
2022-01-15,Jhang,wheat,16.85,50.47,0.1,3.11,430.2,20.76,none,0,1,15,16.8
2022-01-16,Jhang,rice,16.86,52.4,1.41,1.51,423.6,27.64,none,0,1,16,8.0
2022-01-17,Jhang,wheat,17.27,56.74,0.16,1.08,364.3,30.95,none,0,1,17,5.0
2022-01-18,Jhang,sugarcane,15.97,64.42,0.61,0.82,448.0,30.39,none,0,1,18,5.0
2022-01-19,Jhang,maize,17.51,53.31,0.49,2.39,446.0,28.67,none,0,1,19,8.6
2022-01-20,Jhang,maize,13.41,54.71,2.04,1.56,437.3,30.5,none,0,1,20,5.3
2022-01-21,Jhang,maize,17.64,42.73,2.89,3.4,416.1,25.63,none,0,1,21,11.7
2022-01-22,Jhang,sugarcane,16.78,50.45,0.01,1.49,408.5,26.6,none,0,1,22,9.5
2022-01-23,Jhang,wheat,18.39,58.16,0.49,1.7,381.8,23.26,none,0,1,23,12.6
2022-01-24,Jhang,wheat,13.05,52.24,0.6,1.85,376.9,23.26,missing_sensor,1,1,24,12.7
2022-01-25,Jhang,wheat,18.55,51.27,0.95,1.69,390.9,26.93,none,0,1,25,9.1
2022-01-26,Jhang,maize,14.86,63.13,1.52,1.65,408.4,24.51,none,0,1,26,11.0
2022-01-27,Jhang,sugarcane,19.11,56.11,1.52,2.08,410.5,25.21,none,0,1,27,10.9
2022-01-28,Jhang,wheat,16.29,54.27,5.9,1.33,386.7,23.78,none,0,1,28,9.5
2022-01-29,Jhang,wheat,18.3,50.76,0.59,1.35,365.4,27.49,none,0,1,29,8.3
2022-01-30,Jhang,wheat,17.68,51.93,0.86,2.32,379.1,29.8,none,0,1,30,7.4
2022-01-31,Jhang,maize,19.47,59.23,0.35,2.7,390.6,21.51,none,0,1,31,15.5
2022-02-01,Jhang,wheat,18.31,59.44,0.05,1.94,353.4,28.07,none,0,2,32,8.7
2022-02-02,Jhang,maize,20.58,48.19,3.47,2.88,394.2,28.87,none,0,2,33,7.9
2022-02-03,Jhang,sugarcane,17.29,43.68,0.75,2.54,427.4,22.38,none,0,2,34,14.4
2022-02-04,Jhang,maize,16.96,50.21,0.87,2.49,366.4,18.51,none,0,2,35,17.7
2022-02-05,Jhang,rice,17.68,52.91,3.29,2.62,436.3,26.53,none,0,2,36,9.7
2022-02-06,Jhang,wheat,19.76,56.91,0.64,0.68,365.3,26.14,none,0,2,37,8.6
2022-02-07,Jhang,wheat,19.97,49.11,1.43,2.38,375.4,24.44,none,0,2,38,12.0
2022-02-08,Jhang,maize,17.18,47.97,0.43,1.87,391.0,29.21,none,0,2,39,7.5
2022-02-09,Jhang,rice,18.0,53.65,1.9,2.11,376.4,24.44,none,0,2,40,11.5
2022-02-10,Jhang,sugarcane,19.86,45.36,4.22,2.51,334.4,31.81,none,0,2,41,4.4
2022-02-11,Jhang,rice,21.46,47.94,0.41,3.04,380.5,31.81,stuck_sensor,1,2,42,6.7
2022-02-12,Jhang,wheat,18.7,48.76,1.85,2.53,374.7,22.38,none,0,2,43,13.9
2022-02-13,Jhang,sugarcane,17.78,48.29,2.23,1.29,364.9,23.59,none,0,2,44,11.1
2022-02-14,Jhang,maize,21.59,53.54,0.99,1.47,371.6,23.59,missing_sensor,1,2,45,11.8
2022-02-15,Jhang,wheat,17.63,50.41,0.57,2.5,379.2,29.18,none,0,2,46,8.3
2022-02-16,Jhang,wheat,21.24,45.96,3.57,2.47,345.3,21.37,none,0,2,47,14.1
2022-02-17,Jhang,wheat,17.35,47.03,2.86,3.11,378.8,21.87,none,0,2,48,14.7
2022-02-18,Jhang,maize,20.6,59.02,0.14,2.57,349.4,22.28,none,0,2,49,14.7
2022-02-19,Jhang,sugarcane,20.43,41.9,0.07,2.07,400.6,25.47,none,0,2,50,11.2
2022-02-20,Jhang,sugarcane,19.96,40.02,1.12,2.59,387.2,25.54,none,0,2,51,11.4
2022-02-21,Jhang,wheat,23.47,42.42,0.54,3.52,336.1,21.76,none,0,2,52,16.3
2022-02-22,Jhang,cotton,21.37,48.46,0.61,2.56,389.5,21.2,none,0,2,53,15.5
2022-02-23,Jhang,wheat,21.43,51.66,0.08,2.55,368.2,24.29,none,0,2,54,12.9
2022-02-24,Jhang,sugarcane,21.48,46.51,0.56,2.34,370.1,29.21,none,0,2,55,8.0
2022-02-25,Jhang,wheat,20.9,44.58,1.44,3.08,351.6,26.61,none,0,2,56,11.0
2022-02-26,Jhang,maize,24.99,43.76,0.94,3.57,346.6,21.78,none,0,2,57,16.2
2022-02-27,Jhang,sugarcane,21.87,39.63,2.74,3.68,347.4,23.53,none,0,2,58,14.0
2022-02-28,Jhang,wheat,25.41,52.83,0.03,3.15,329.8,24.64,none,0,2,59,13.4
2022-03-01,Jhang,wheat,21.58,45.5,2.88,2.65,306.4,26.3,none,0,3,60,10.1
2022-03-02,Jhang,wheat,23.04,47.07,2.18,3.17,335.7,28.16,none,0,3,61,9.4
2022-03-03,Jhang,wheat,22.49,49.47,1.58,3.08,334.8,24.35,none,0,3,62,13.0
2022-03-04,Jhang,maize,22.2,51.48,2.81,2.76,323.1,24.35,missing_sensor,1,3,63,12.0
2022-03-05,Jhang,maize,23.32,44.91,5.38,3.87,363.3,19.23,none,0,3,64,17.1
2022-03-06,Jhang,wheat,26.3,42.04,0.9,3.3,354.3,25.4,none,0,3,65,12.6
2022-03-07,Jhang,wheat,25.93,45.49,4.14,4.07,333.2,18.47,none,0,3,66,18.5
2022-03-08,Jhang,wheat,24.24,44.94,0.06,2.78,339.4,26.19,time_skew,0,3,67,11.5
2022-03-09,Jhang,rice,22.35,43.12,0.69,3.52,352.0,21.48,none,0,3,68,16.5
2022-03-10,Jhang,cotton,25.09,40.19,2.66,2.73,328.2,20.32,none,0,3,69,15.7
2022-03-11,Jhang,cotton,24.01,46.69,0.84,3.12,282.9,23.89,none,0,3,70,13.7
2022-03-12,Jhang,wheat,23.56,50.33,1.92,3.49,374.3,20.86,none,0,3,71,16.5
2022-03-13,Jhang,wheat,26.17,51.93,4.03,3.12,341.8,25.42,none,0,3,72,11.1
2022-03-14,Jhang,cotton,23.5,41.8,0.37,3.38,350.9,23.9,none,0,3,73,14.2
2022-03-15,Jhang,wheat,25.78,51.76,0.51,3.41,348.2,17.58,none,0,3,74,19.9
2022-03-16,Jhang,rice,26.5,40.23,0.9,2.79,308.4,27.48,none,0,3,75,10.0
2022-03-17,Jhang,wheat,27.02,45.14,6.3,3.94,326.6,27.03,none,0,3,76,9.8
2022-03-18,Jhang,cotton,24.32,48.63,1.56,2.73,343.0,27.03,missing_sensor,1,3,77,10.1
2022-03-19,Jhang,sugarcane,28.95,46.57,0.04,4.48,338.3,24.77,none,0,3,78,15.0
2022-03-20,Jhang,rice,27.05,49.92,0.38,3.5,315.3,20.33,none,0,3,79,17.6
2022-03-21,Jhang,maize,26.82,40.09,0.04,4.14,351.4,25.96,none,0,3,80,13.5
2022-03-22,Jhang,wheat,25.04,43.38,0.9,2.98,356.9,26.27,none,0,3,81,11.4
2022-03-23,Jhang,wheat,25.99,43.22,1.13,4.12,333.7,16.04,none,0,3,82,22.0
2022-03-24,Jhang,rice,26.9,48.52,0.2,3.57,367.7,20.56,none,0,3,83,17.6
2022-03-25,Jhang,wheat,27.6,42.96,0.59,3.22,356.3,21.4,time_skew,0,3,84,16.2
2022-03-26,Jhang,wheat,28.36,44.75,1.74,3.74,352.9,27.64,none,0,3,85,10.8
2022-03-27,Jhang,wheat,27.52,42.72,4.1,4.3,331.4,19.61,none,0,3,86,17.8
2022-03-28,Jhang,rice,30.43,45.14,1.43,4.35,339.7,20.46,none,0,3,87,18.2
2022-03-29,Jhang,cotton,27.89,40.62,0.14,4.48,364.6,18.53,none,0,3,88,20.6
2022-03-30,Jhang,wheat,28.96,39.09,5.13,4.18,309.0,20.92,none,0,3,89,16.1
2022-03-31,Jhang,cotton,30.57,41.52,0.14,5.09,311.0,23.75,none,0,3,90,16.7
2022-04-01,Jhang,sugarcane,28.25,39.79,2.26,4.93,335.3,17.36,none,0,4,91,21.4
2022-04-02,Jhang,wheat,27.22,42.6,3.57,3.05,345.3,25.5,none,0,4,92,11.1
2022-04-03,Jhang,rice,28.86,46.49,0.1,4.27,343.9,19.56,none,0,4,93,19.4
2022-04-04,Jhang,maize,31.05,37.97,0.88,5.49,359.6,26.94,none,0,4,94,14.0
2022-04-05,Jhang,wheat,29.98,41.62,2.83,4.63,353.4,22.75,none,0,4,95,15.9
2022-04-06,Jhang,sugarcane,31.09,51.92,0.3,4.02,348.6,22.34,none,0,4,96,16.5
2022-04-07,Jhang,sugarcane,28.31,36.02,0.9,3.76,341.4,21.09,none,0,4,97,17.0
2022-04-08,Jhang,cotton,28.06,38.7,0.03,4.09,369.5,23.54,none,0,4,98,15.6
2022-04-09,Jhang,maize,31.54,44.35,1.93,4.23,379.6,18.81,none,0,4,99,19.3
2022-04-10,Jhang,sugarcane,31.39,36.7,1.45,5.29,343.8,21.57,none,0,4,100,18.4
2022-04-11,Jhang,sugarcane,29.69,42.56,0.8,4.8,361.4,20.31,none,0,4,101,19.1
2022-04-12,Jhang,wheat,29.54,49.76,0.67,3.83,346.5,20.92,none,0,4,102,17.4
2022-04-13,Jhang,rice,31.2,40.54,0.96,4.15,324.1,28.24,none,0,4,103,11.1
2022-04-14,Jhang,wheat,31.57,39.45,0.21,3.67,313.8,26.48,none,0,4,104,12.4
2022-04-15,Jhang,wheat,30.0,36.51,0.2,4.94,384.5,26.66,none,0,4,105,13.8
2022-04-16,Jhang,cotton,31.91,39.49,2.03,5.04,376.3,24.84,none,0,4,106,14.9
2022-04-17,Jhang,wheat,30.03,42.04,0.14,3.33,367.7,24.93,none,0,4,107,13.3
2022-04-18,Jhang,wheat,31.44,51.54,2.45,4.37,383.4,27.63,none,0,4,108,11.3
2022-04-19,Jhang,maize,30.6,42.25,1.0,4.89,340.5,22.57,none,0,4,109,17.1
2022-04-20,Jhang,maize,32.59,42.45,3.82,3.36,383.1,26.39,none,0,4,110,10.6
2022-04-21,Jhang,wheat,31.98,42.81,7.21,4.12,371.1,28.13,none,0,4,111,8.7
2022-04-22,Jhang,wheat,35.14,39.53,0.13,6.51,353.3,22.37,none,0,4,112,19.8
2022-04-23,Jhang,wheat,33.75,33.59,0.88,5.39,308.7,21.7,none,0,4,113,18.6
2022-04-24,Jhang,wheat,31.5,48.81,1.03,5.41,331.5,23.22,none,0,4,114,17.2
2022-04-25,Jhang,wheat,35.0,45.47,0.62,5.07,410.0,23.05,none,0,4,115,17.1
2022-04-26,Jhang,sugarcane,33.51,47.52,2.76,5.19,410.6,24.44,none,0,4,116,15.1
2022-04-27,Jhang,wheat,35.11,44.04,0.43,4.9,336.0,23.21,none,0,4,117,16.8
2022-04-28,Jhang,sugarcane,32.2,47.76,1.42,4.1,323.3,18.47,none,0,4,118,19.6
2022-04-29,Jhang,maize,35.21,36.98,0.1,4.62,405.7,20.84,none,0,4,119,18.7
2022-04-30,Jhang,wheat,37.54,43.39,2.55,5.72,373.4,23.74,none,0,4,120,16.6
2022-05-01,Jhang,rice,35.51,45.29,0.67,4.63,359.3,22.59,none,0,5,121,16.9
2022-05-02,Jhang,wheat,33.9,48.54,0.91,4.17,348.4,22.46,none,0,5,122,16.3
2022-05-03,Jhang,rice,36.67,44.97,1.2,4.46,349.8,23.15,none,0,5,123,16.0
2022-05-04,Jhang,wheat,34.07,45.01,0.55,4.87,413.9,17.06,none,0,5,124,22.3
2022-05-05,Jhang,cotton,35.97,44.3,1.36,5.56,389.8,21.38,none,0,5,125,18.9
2022-05-06,Jhang,cotton,38.76,37.53,0.22,5.81,341.5,19.99,none,0,5,126,21.0
2022-05-07,Jhang,maize,34.67,41.12,0.67,4.98,370.0,22.57,none,0,5,127,17.4
2022-05-08,Jhang,wheat,36.45,41.53,2.1,6.15,427.8,24.67,none,0,5,128,16.5
2022-05-09,Jhang,wheat,38.83,46.94,2.08,4.67,398.3,22.05,none,0,5,129,16.9
2022-05-10,Jhang,wheat,37.44,45.72,0.32,6.23,358.6,24.4,none,0,5,130,17.5
2022-05-11,Jhang,wheat,37.17,49.75,2.16,4.41,378.8,20.13,none,0,5,131,18.3
2022-05-12,Jhang,rice,33.28,45.75,3.73,4.64,394.0,25.41,time_skew,0,5,132,13.2
2022-05-13,Jhang,maize,34.92,43.01,0.57,5.27,421.9,21.17,none,0,5,133,19.1
2022-05-14,Jhang,rice,37.79,49.06,0.69,5.7,398.2,25.3,none,0,5,134,15.9
2022-05-15,Jhang,sugarcane,36.15,39.03,0.08,4.67,436.4,24.26,none,0,5,135,15.7
2022-05-16,Jhang,rice,35.99,42.92,5.98,5.33,411.1,19.63,none,0,5,136,18.4
2022-05-17,Jhang,wheat,38.62,40.37,2.84,5.47,350.6,21.74,none,0,5,137,17.9
2022-05-18,Jhang,maize,37.96,39.76,0.32,6.2,421.9,22.87,none,0,5,138,18.9
2022-05-19,Jhang,maize,35.85,39.98,1.0,5.06,406.5,23.39,none,0,5,139,16.6
2022-05-20,Jhang,wheat,38.33,41.77,1.22,4.69,400.7,24.02,none,0,5,140,15.5
2022-05-21,Jhang,wheat,35.85,45.27,3.17,5.3,424.9,22.47,none,0,5,141,16.9
2022-05-22,Jhang,rice,35.01,43.19,0.59,5.08,411.4,21.06,none,0,5,142,18.9
2022-05-23,Jhang,maize,37.97,45.73,0.04,6.3,424.6,16.64,none,0,5,143,24.7
2022-05-24,Jhang,rice,35.73,45.67,1.96,5.56,409.1,24.11,none,0,5,144,16.2
2022-05-25,Jhang,cotton,35.8,35.54,2.52,5.15,410.4,24.44,none,0,5,145,15.2
2022-05-26,Jhang,cotton,36.24,45.61,0.95,5.64,453.5,28.74,none,0,5,146,12.6
2022-05-27,Jhang,cotton,38.1,42.09,1.66,5.66,431.5,22.53,none,0,5,147,17.9
2022-05-28,Jhang,maize,39.12,38.63,1.56,6.29,441.1,22.97,none,0,5,148,18.4
2022-05-29,Jhang,sugarcane,37.58,46.22,0.5,4.95,419.2,23.47,none,0,5,149,16.6
2022-05-30,Jhang,maize,36.29,45.68,0.64,4.97,461.8,26.46,none,0,5,150,13.9
2022-05-31,Jhang,wheat,36.48,46.12,0.78,5.49,443.1,21.4,none,0,5,151,19.1
2022-06-01,Jhang,wheat,35.91,48.42,1.03,5.33,432.1,23.39,none,0,6,152,17.0
2022-06-02,Jhang,sugarcane,39.38,43.04,0.04,4.7,473.8,24.39,none,0,6,153,15.6
2022-06-03,Jhang,wheat,37.01,41.92,1.02,5.75,436.9,24.8,none,0,6,154,16.2
2022-06-04,Jhang,wheat,38.77,45.85,2.4,5.1,452.0,30.46,none,0,6,155,9.8
2022-06-05,Jhang,maize,35.77,44.28,4.41,5.27,420.6,24.27,none,0,6,156,14.7
2022-06-06,Jhang,rice,40.44,57.05,0.6,4.39,437.2,19.67,none,0,6,157,19.3
2022-06-07,Jhang,rice,38.57,45.75,0.02,5.94,474.0,19.43,none,0,6,158,21.7
2022-06-08,Jhang,wheat,36.28,46.39,2.94,5.46,456.2,26.72,none,0,6,159,13.4
2022-06-09,Jhang,wheat,37.77,42.99,2.49,5.1,462.1,19.01,none,0,6,160,20.0
2022-06-10,Jhang,maize,38.99,42.45,2.11,5.93,460.1,23.95,none,0,6,161,16.8
2022-06-11,Jhang,wheat,37.43,40.05,1.62,5.59,463.6,21.17,none,0,6,162,19.1
2022-06-12,Jhang,rice,39.33,45.5,1.78,5.93,454.1,30.92,none,0,6,163,10.7
2022-06-13,Jhang,rice,40.73,46.1,2.63,5.11,458.3,20.3,none,0,6,164,18.8
2022-06-14,Jhang,cotton,40.21,51.44,0.09,4.85,465.1,21.99,none,0,6,165,18.0
2022-06-15,Jhang,maize,38.83,46.18,0.13,5.15,467.7,26.05,none,0,6,166,14.7
2022-06-16,Jhang,wheat,41.03,45.69,1.54,5.84,488.7,22.88,none,0,6,167,17.9
2022-06-17,Jhang,cotton,39.19,48.39,0.14,6.28,490.4,20.77,none,0,6,168,20.9
2022-06-18,Jhang,sugarcane,38.72,47.14,9.19,5.54,514.7,22.68,none,0,6,169,14.6
2022-06-19,Jhang,wheat,38.77,51.53,1.1,5.71,501.9,21.95,none,0,6,170,18.7
2022-06-20,Jhang,maize,39.06,53.58,1.5,4.74,465.8,21.61,none,0,6,171,17.6
2022-06-21,Jhang,cotton,39.58,47.83,0.93,5.26,473.6,23.79,none,0,6,172,16.6
2022-06-22,Jhang,rice,37.58,44.24,1.71,5.09,515.3,30.74,none,0,6,173,9.8
2022-06-23,Jhang,wheat,40.62,47.69,2.44,5.61,511.2,30.61,none,0,6,174,10.3
2022-06-24,Jhang,rice,40.86,49.27,4.26,6.0,523.0,30.64,none,0,6,175,10.0
2022-06-25,Jhang,wheat,42.6,43.19,0.44,6.06,500.0,23.01,none,0,6,176,18.5
2022-06-26,Jhang,wheat,36.31,47.57,0.3,4.92,496.3,26.71,none,0,6,177,13.7
2022-06-27,Jhang,maize,38.91,42.9,0.09,5.98,513.5,24.08,none,0,6,178,17.6
2022-06-28,Jhang,sugarcane,37.64,50.73,0.65,4.86,474.0,21.77,none,0,6,179,18.0
2022-06-29,Jhang,rice,39.79,44.79,1.84,5.34,505.3,19.09,none,0,6,180,20.5
2022-06-30,Jhang,maize,40.62,48.09,2.94,5.52,560.7,20.3,none,0,6,181,19.2
2022-07-01,Jhang,wheat,38.81,54.93,0.46,5.99,507.1,24.09,none,0,7,182,17.4
2022-07-02,Jhang,wheat,38.26,50.56,1.11,5.65,517.3,20.21,none,0,7,183,20.2
2022-07-03,Jhang,sugarcane,37.96,56.06,0.07,5.84,515.2,21.5,none,0,7,184,19.7
2022-07-04,Jhang,wheat,38.35,51.73,9.06,4.52,559.4,28.69,none,0,7,185,7.9
2022-07-05,Jhang,sugarcane,39.16,62.17,5.48,4.96,496.0,18.29,none,0,7,186,19.3
2022-07-06,Jhang,rice,39.1,61.73,2.18,4.59,544.0,30.56,none,0,7,187,9.1
2022-07-07,Jhang,wheat,40.74,61.28,9.34,4.89,520.2,26.58,none,0,7,188,10.2
2022-07-08,Jhang,rice,38.2,57.34,3.08,4.09,516.5,25.16,none,0,7,189,12.9
2022-07-09,Jhang,cotton,39.75,58.28,12.85,5.7,493.7,23.62,none,0,7,190,12.5
2022-07-10,Jhang,wheat,36.99,56.39,51.79,3.92,579.2,36.46,none,0,7,191,0.0
2022-07-11,Jhang,maize,36.36,59.41,11.12,4.93,557.3,24.5,none,0,7,192,11.4
2022-07-12,Jhang,wheat,39.7,63.99,0.4,4.56,509.4,29.2,time_skew,0,7,193,11.0
2022-07-13,Jhang,wheat,38.74,53.69,1.7,4.67,513.5,27.99,none,0,7,194,11.7
2022-07-14,Jhang,sugarcane,37.26,59.54,23.13,4.13,530.8,27.36,none,0,7,195,3.0
2022-07-15,Jhang,cotton,36.59,51.1,1.29,4.96,561.2,25.37,none,0,7,196,14.6
2022-07-16,Jhang,wheat,37.18,56.48,16.38,4.57,548.1,25.37,stuck_sensor,1,7,197,8.1
2022-07-17,Jhang,rice,38.13,58.05,39.29,4.82,531.2,32.43,none,0,7,198,0.0
2022-07-18,Jhang,sugarcane,37.95,59.74,4.77,3.71,553.9,27.03,none,0,7,199,10.1
2022-07-19,Jhang,wheat,35.45,61.35,0.61,3.22,589.2,26.1,none,0,7,200,11.9
2022-07-20,Jhang,maize,35.62,64.05,5.28,3.23,574.9,28.4,none,0,7,201,8.0
2022-07-21,Jhang,cotton,37.63,53.38,11.31,5.38,518.3,24.91,time_skew,0,7,202,11.5
2022-07-22,Jhang,wheat,38.2,62.64,9.15,5.32,539.0,27.22,none,0,7,203,10.3
2022-07-23,Jhang,wheat,36.04,66.55,21.24,3.95,563.7,29.18,none,0,7,204,1.9
2022-07-24,Jhang,maize,34.98,58.01,10.58,4.72,572.3,24.94,none,0,7,205,11.0
2022-07-25,Jhang,wheat,37.05,57.68,9.81,4.85,603.2,31.5,none,0,7,206,5.5
2022-07-26,Jhang,sugarcane,33.58,60.68,9.13,4.59,573.0,29.41,none,0,7,207,7.3
2022-07-27,Jhang,wheat,36.19,59.77,2.72,5.04,588.5,23.64,none,0,7,208,15.7
2022-07-28,Jhang,maize,37.54,59.67,5.67,4.03,523.8,25.12,none,0,7,209,11.9
2022-07-29,Jhang,maize,36.16,66.45,16.66,4.2,569.7,31.41,none,0,7,210,2.0
2022-07-30,Jhang,wheat,34.05,70.39,25.05,4.02,598.5,28.79,time_skew,0,7,211,0.8
2022-07-31,Jhang,wheat,38.53,59.75,13.34,5.22,629.6,28.34,none,0,7,212,7.4
2022-08-01,Jhang,wheat,36.15,70.47,7.13,4.28,552.5,26.54,none,0,8,213,10.3
2022-08-02,Jhang,maize,36.31,59.96,16.77,4.43,583.0,27.13,none,0,8,214,6.1
2022-08-03,Jhang,rice,37.18,64.58,6.99,4.69,545.9,23.63,none,0,8,215,13.5
2022-08-04,Jhang,maize,35.45,57.53,20.32,3.73,585.9,30.5,none,0,8,216,0.8
2022-08-05,Jhang,cotton,35.17,58.35,13.89,3.67,618.3,27.62,none,0,8,217,5.9
2022-08-06,Jhang,maize,37.28,60.75,2.64,5.31,617.2,25.11,none,0,8,218,14.7
2022-08-07,Jhang,maize,34.06,65.54,8.21,4.38,595.1,30.87,none,0,8,219,6.1
2022-08-08,Jhang,wheat,36.51,63.2,1.26,5.11,591.7,24.25,none,0,8,220,15.8
2022-08-09,Jhang,wheat,33.29,55.96,12.4,4.12,663.5,24.25,missing_sensor,1,8,221,10.1
2022-08-10,Jhang,wheat,33.74,57.36,17.11,3.7,596.1,33.29,none,0,8,222,0.0
2022-08-11,Jhang,rice,35.11,55.94,6.85,4.38,589.5,27.68,none,0,8,223,9.5
2022-08-12,Jhang,sugarcane,36.65,64.28,1.12,5.25,590.8,27.74,none,0,8,224,12.9
2022-08-13,Jhang,maize,34.57,63.76,0.35,3.58,570.2,24.95,none,0,8,225,13.6
2022-08-14,Jhang,sugarcane,32.08,63.84,3.65,3.53,618.5,31.25,none,0,8,226,6.5
2022-08-15,Jhang,wheat,35.08,63.95,4.81,4.67,625.1,30.02,none,0,8,227,8.6
2022-08-16,Jhang,maize,32.66,60.6,6.82,3.91,625.7,33.6,none,0,8,228,3.6
2022-08-17,Jhang,maize,34.63,64.46,13.53,3.78,631.1,34.01,none,0,8,229,0.4
2022-08-18,Jhang,wheat,33.94,69.67,0.91,3.99,598.9,28.52,none,0,8,230,10.6
2022-08-19,Jhang,maize,31.08,66.36,1.52,3.11,610.8,37.31,none,0,8,231,1.4
2022-08-20,Jhang,wheat,33.7,59.55,6.53,4.32,644.4,31.77,none,0,8,232,5.9
2022-08-21,Jhang,rice,31.13,63.03,6.02,2.31,605.9,34.3,none,0,8,233,1.2
2022-08-22,Jhang,sugarcane,34.83,62.0,0.41,3.25,604.9,27.2,none,0,8,234,11.1
2022-08-23,Jhang,wheat,30.26,68.19,4.27,3.01,644.2,29.11,none,0,8,235,7.5
2022-08-24,Jhang,sugarcane,32.19,60.57,0.89,4.47,601.5,27.47,none,0,8,236,12.2
2022-08-25,Jhang,rice,30.83,65.67,15.68,3.26,594.1,27.64,none,0,8,237,4.6
2022-08-26,Jhang,rice,34.18,63.7,4.04,3.92,597.5,28.36,none,0,8,238,9.4
2022-08-27,Jhang,rice,29.55,62.1,3.0,3.45,690.5,30.34,none,0,8,239,7.5
2022-08-28,Jhang,wheat,35.18,66.18,1.04,3.76,650.0,32.3,none,0,8,240,6.9
2022-08-29,Jhang,wheat,30.95,64.59,1.98,2.61,641.5,33.76,none,0,8,241,3.7
2022-08-30,Jhang,wheat,30.46,68.59,0.1,3.48,604.2,28.63,none,0,8,242,10.2
2022-08-31,Jhang,wheat,32.27,63.79,9.99,3.78,640.3,29.02,none,0,8,243,6.3
2022-09-01,Jhang,cotton,30.86,61.13,15.12,3.74,670.5,29.02,missing_sensor,1,9,244,4.2
